Kazaam (1996),Kazaam (1996)
Keeping the Faith (2000),Keeping the Faith (2000)
Kelly's Heroes (1970),Kelly's Heroes (1970)
Kick-Ass (2010),Kick-Ass (2010)
Kick-Ass 2 (2013),Kick-Ass 2 (2013)
"Kid, The (2000)","Kid, The (2000)"
Kids (1995),Kids (1995)
Kids in the Hall: Brain Candy (1996),Kids in the Hall: Brain Candy (1996)
Kiki's Delivery Service (Majo no takkyûbin) (1989),Kiki's Delivery Service (Majo no takkyûbin) (1989)
Kill Bill: Vol. 1 (2003),Kill Bill: Vol. 1 (2003)
Kill Bill: Vol. 2 (2004),Kill Bill: Vol. 2 (2004)
"Killer, The (Die xue shuang xiong) (1989)","Killer, The (Die xue shuang xiong) (1989)"
"Killing Fields, The (1984)","Killing Fields, The (1984)"
Kindergarten Cop (1990),Kindergarten Cop (1990)
King Arthur (2004),King Arthur (2004)
King Kong (1933),King Kong (1933)
King Kong (1976),King Kong (1976)
King Kong (2005),King Kong (2005)
"King and I, The (1956)","King and I, The (1956)"
"King of Kong, The (2007)","King of Kong, The (2007)"
"King's Speech, The (2010)","King's Speech, The (2010)"
Kingdom of Heaven (2005),Kingdom of Heaven (2005)
Kingpin (1996),Kingpin (1996)
Kingsman: The Secret Service (2015),Kingsman: The Secret Service (2015)
Kiss Kiss Bang Bang (2005),Kiss Kiss Bang Bang (2005)
Kiss the Girls (1997),Kiss the Girls (1997)
"Knight's Tale, A (2001)","Knight's Tale, A (2001)"
Knocked Up (2007),Knocked Up (2007)
Koyaanisqatsi (a.k.a. Koyaanisqatsi: Life Out of Balance) (1983),Koyaanisqatsi (a.k.a. Koyaanisqatsi: Life Out of Balance) (1983)
Kramer vs. Kramer (1979),Kramer vs. Kramer (1979)
Kung Fu Hustle (Gong fu) (2004),Kung Fu Hustle (Gong fu) (2004)
Kung Fu Panda (2008),Kung Fu Panda (2008)
Kung Fu Panda 2 (2011),Kung Fu Panda 2 (2011)
L.A. Confidential (1997),L.A. Confidential (1997)
L.A. Story (1991),L.A. Story (1991)
Labyrinth (1986),Labyrinth (1986)
Lady and the Tramp (1955),Lady and the Tramp (1955)
Ladyhawke (1985),Ladyhawke (1985)
"Ladykillers, The (2004)","Ladykillers, The (2004)"
Lake Placid (1999),Lake Placid (1999)
Laputa: Castle in the Sky (Tenkû no shiro Rapyuta) (1986),Laputa: Castle in the Sky (Tenkû no shiro Rapyuta) (1986)
Lara Croft Tomb Raider: The Cradle of Life (2003),Lara Croft Tomb Raider: The Cradle of Life (2003)
Lara Croft: Tomb Raider (2001),Lara Croft: Tomb Raider (2001)
Last Action Hero (1993),Last Action Hero (1993)
"Last Emperor, The (1987)","Last Emperor, The (1987)"
"Last King of Scotland, The (2006)","Last King of Scotland, The (2006)"
Last Man Standing (1996),Last Man Standing (1996)
"Last Samurai, The (2003)","Last Samurai, The (2003)"
"Last of the Mohicans, The (1992)","Last of the Mohicans, The (1992)"
"Lawnmower Man, The (1992)","Lawnmower Man, The (1992)"
Lawrence of Arabia (1962),Lawrence of Arabia (1962)
Layer Cake (2004),Layer Cake (2004)
"League of Extraordinary Gentlemen, The (a.k.a. LXG) (2003)","League of Extraordinary Gentlemen, The (a.k.a. LXG) (2003)"
"League of Their Own, A (1992)","League of Their Own, A (1992)"
Leaving Las Vegas (1995),Leaving Las Vegas (1995)
Legally Blonde (2001),Legally Blonde (2001)
"Legally Blonde 2: Red, White & Blonde (2003)","Legally Blonde 2: Red, White & Blonde (2003)"
Legend (1985),Legend (1985)
"Legend of Bagger Vance, The (2000)","Legend of Bagger Vance, The (2000)"
"Legend of Drunken Master, The (Jui kuen II) (1994)","Legend of Drunken Master, The (Jui kuen II) (1994)"
Legends of the Fall (1994),Legends of the Fall (1994)
Lemony Snicket's A Series of Unfortunate Events (2004),Lemony Snicket's A Series of Unfortunate Events (2004)
Let the Right One In (Låt den rätte komma in) (2008),Let the Right One In (Låt den rätte komma in) (2008)
Lethal Weapon (1987),Lethal Weapon (1987)
Lethal Weapon 2 (1989),Lethal Weapon 2 (1989)
Lethal Weapon 3 (1992),Lethal Weapon 3 (1992)
Lethal Weapon 4 (1998),Lethal Weapon 4 (1998)
Letters from Iwo Jima (2006),Letters from Iwo Jima (2006)
Liar Liar (1997),Liar Liar (1997)
Licence to Kill (1989),Licence to Kill (1989)
"Life Aquatic with Steve Zissou, The (2004)","Life Aquatic with Steve Zissou, The (2004)"
Life Is Beautiful (La Vita è bella) (1997),Life Is Beautiful (La Vita è bella) (1997)
Life of Pi (2012),Life of Pi (2012)
Like Water for Chocolate (Como agua para chocolate) (1992),Like Water for Chocolate (Como agua para chocolate) (1992)
Lilo & Stitch (2002),Lilo & Stitch (2002)
"Limey, The (1999)","Limey, The (1999)"
Limitless (2011),Limitless (2011)
"Lion King, The (1994)","Lion King, The (1994)"
Little Big Man (1970),Little Big Man (1970)
"Little Mermaid, The (1989)","Little Mermaid, The (1989)"
Little Miss Sunshine (2006),Little Miss Sunshine (2006)
Little Nicky (2000),Little Nicky (2000)
"Little Princess, A (1995)","Little Princess, A (1995)"
"Little Rascals, The (1994)","Little Rascals, The (1994)"
Little Shop of Horrors (1986),Little Shop of Horrors (1986)
Little Women (1994),Little Women (1994)
Live Free or Die Hard (2007),Live Free or Die Hard (2007)
Live and Let Die (1973),Live and Let Die (1973)
"Lives of Others, The (Das leben der Anderen) (2006)","Lives of Others, The (Das leben der Anderen) (2006)"
"Living Daylights, The (1987)","Living Daylights, The (1987)"
Living in Oblivion (1995),Living in Oblivion (1995)
"Lock, Stock & Two Smoking Barrels (1998)","Lock, Stock & Two Smoking Barrels (1998)"
Logan (2017),Logan (2017)
Logan's Run (1976),Logan's Run (1976)
Lone Star (1996),Lone Star (1996)
"Long Kiss Goodnight, The (1996)","Long Kiss Goodnight, The (1996)"
"Longest Day, The (1962)","Longest Day, The (1962)"
Look Who's Talking (1989),Look Who's Talking (1989)
Looper (2012),Looper (2012)
Lord of War (2005),Lord of War (2005)
Lord of the Flies (1963),Lord of the Flies (1963)
"Lord of the Rings, The (1978)","Lord of the Rings, The (1978)"
"Lord of the Rings: The Fellowship of the Ring, The (2001)","Lord of the Rings: The Fellowship of the Ring, The (2001)"
"Lord of the Rings: The Return of the King, The (2003)","Lord of the Rings: The Return of the King, The (2003)"
"Lord of the Rings: The Two Towers, The (2002)","Lord of the Rings: The Two Towers, The (2002)"
"Lost Boys, The (1987)","Lost Boys, The (1987)"
Lost Highway (1997),Lost Highway (1997)
"Lost World: Jurassic Park, The (1997)","Lost World: Jurassic Park, The (1997)"
Lost in Space (1998),Lost in Space (1998)
Lost in Translation (2003),Lost in Translation (2003)
Love Actually (2003),Love Actually (2003)
Lucky Number Slevin (2006),Lucky Number Slevin (2006)
Lucy (2014),Lucy (2014)
Léon: The Professional (a.k.a. The Professional) (Léon) (1994),Léon: The Professional (a.k.a. The Professional) (Léon) (1994)
M (1931),M (1931)
M*A*S*H (a.k.a. MASH) (1970),M*A*S*H (a.k.a. MASH) (1970)
Machete (2010),Machete (2010)
Mad Max (1979),Mad Max (1979)
Mad Max Beyond Thunderdome (1985),Mad Max Beyond Thunderdome (1985)
Mad Max: Fury Road (2015),Mad Max: Fury Road (2015)
Madagascar (2005),Madagascar (2005)
Madagascar: Escape 2 Africa (2008),Madagascar: Escape 2 Africa (2008)
Made in America (1993),Made in America (1993)
"Madness of King George, The (1994)","Madness of King George, The (1994)"
"Magnificent Seven, The (1960)","Magnificent Seven, The (1960)"
Magnolia (1999),Magnolia (1999)
Maid in Manhattan (2002),Maid in Manhattan (2002)
Major League (1989),Major League (1989)
Major Payne (1995),Major Payne (1995)
Malcolm X (1992),Malcolm X (1992)
Maleficent (2014),Maleficent (2014)
Malice (1993),Malice (1993)
Mallrats (1995),Mallrats (1995)
"Maltese Falcon, The (1941)","Maltese Falcon, The (1941)"
"Maltese Falcon, The (a.k.a. Dangerous Female) (1931)","Maltese Falcon, The (a.k.a. Dangerous Female) (1931)"
Mamma Mia! (2008),Mamma Mia! (2008)
"Man Who Wasn't There, The (2001)","Man Who Wasn't There, The (2001)"
"Man Who Would Be King, The (1975)","Man Who Would Be King, The (1975)"
"Man Without a Face, The (1993)","Man Without a Face, The (1993)"
"Man in the Iron Mask, The (1998)","Man in the Iron Mask, The (1998)"
Man of Steel (2013),Man of Steel (2013)
Man on Fire (2004),Man on Fire (2004)
Man on the Moon (1999),Man on the Moon (1999)
"Man with the Golden Gun, The (1974)","Man with the Golden Gun, The (1974)"
"Manchurian Candidate, The (1962)","Manchurian Candidate, The (1962)"
"Manchurian Candidate, The (2004)","Manchurian Candidate, The (2004)"
Manhattan (1979),Manhattan (1979)
Manhattan Murder Mystery (1993),Manhattan Murder Mystery (1993)
Marathon Man (1976),Marathon Man (1976)
"March of the Penguins (Marche de l'empereur, La) (2005)","March of the Penguins (Marche de l'empereur, La) (2005)"
"Mariachi, El (1992)","Mariachi, El (1992)"
Marie Antoinette (2006),Marie Antoinette (2006)
Marley & Me (2008),Marley & Me (2008)
Married to the Mob (1988),Married to the Mob (1988)
Mars Attacks! (1996),Mars Attacks! (1996)
Mary Poppins (1964),Mary Poppins (1964)
Mary Shelley's Frankenstein (Frankenstein) (1994),Mary Shelley's Frankenstein (Frankenstein) (1994)
"Mask of Zorro, The (1998)","Mask of Zorro, The (1998)"
"Mask, The (1994)","Mask, The (1994)"
Master and Commander: The Far Side of the World (2003),Master and Commander: The Far Side of the World (2003)
Match Point (2005),Match Point (2005)
Matchstick Men (2003),Matchstick Men (2003)
Matilda (1996),Matilda (1996)
"Matrix Reloaded, The (2003)","Matrix Reloaded, The (2003)"
"Matrix Revolutions, The (2003)","Matrix Revolutions, The (2003)"
"Matrix, The (1999)","Matrix, The (1999)"
Maverick (1994),Maverick (1994)
"Maze Runner, The (2014)","Maze Runner, The (2014)"
"Me, Myself & Irene (2000)","Me, Myself & Irene (2000)"
Mean Girls (2004),Mean Girls (2004)
Medicine Man (1992),Medicine Man (1992)
Meet Joe Black (1998),Meet Joe Black (1998)
Meet the Fockers (2004),Meet the Fockers (2004)
Meet the Parents (2000),Meet the Parents (2000)
Meet the Robinsons (2007),Meet the Robinsons (2007)
Megamind (2010),Megamind (2010)
Memento (2000),Memento (2000)
Memoirs of a Geisha (2005),Memoirs of a Geisha (2005)
Men in Black (a.k.a. MIB) (1997),Men in Black (a.k.a. MIB) (1997)
Men in Black II (a.k.a. MIIB) (a.k.a. MIB 2) (2002),Men in Black II (a.k.a. MIIB) (a.k.a. MIB 2) (2002)
Men in Black III (M.III.B.) (M.I.B.³) (2012),Men in Black III (M.III.B.) (M.I.B.³) (2012)
Men of Honor (2000),Men of Honor (2000)
Menace II Society (1993),Menace II Society (1993)
Mercury Rising (1998),Mercury Rising (1998)
"Messenger: The Story of Joan of Arc, The (1999)","Messenger: The Story of Joan of Arc, The (1999)"
Metropolis (1927),Metropolis (1927)
Metropolis (2001),Metropolis (2001)
"Mexican, The (2001)","Mexican, The (2001)"
Michael (1996),Michael (1996)
Michael Clayton (2007),Michael Clayton (2007)
Michael Collins (1996),Michael Collins (1996)
Mickey Blue Eyes (1999),Mickey Blue Eyes (1999)
Midnight Cowboy (1969),Midnight Cowboy (1969)
Midnight Run (1988),Midnight Run (1988)
Midnight in Paris (2011),Midnight in Paris (2011)
Midnight in the Garden of Good and Evil (1997),Midnight in the Garden of Good and Evil (1997)
Mighty Aphrodite (1995),Mighty Aphrodite (1995)
"Mighty Ducks, The (1992)","Mighty Ducks, The (1992)"
Mighty Morphin Power Rangers: The Movie (1995),Mighty Morphin Power Rangers: The Movie (1995)
"Mighty Wind, A (2003)","Mighty Wind, A (2003)"
Milk (2008),Milk (2008)
Milk Money (1994),Milk Money (1994)
Miller's Crossing (1990),Miller's Crossing (1990)
Million Dollar Baby (2004),Million Dollar Baby (2004)
Mimic (1997),Mimic (1997)
Minions (2015),Minions (2015)
Minority Report (2002),Minority Report (2002)
Miracle on 34th Street (1947),Miracle on 34th Street (1947)
Miracle on 34th Street (1994),Miracle on 34th Street (1994)
Misery (1990),Misery (1990)
Miss Congeniality (2000),Miss Congeniality (2000)
Mission to Mars (2000),Mission to Mars (2000)
Mission: Impossible (1996),Mission: Impossible (1996)
Mission: Impossible - Ghost Protocol (2011),Mission: Impossible - Ghost Protocol (2011)
Mission: Impossible - Rogue Nation (2015),Mission: Impossible - Rogue Nation (2015)
Mission: Impossible II (2000),Mission: Impossible II (2000)
Mission: Impossible III (2006),Mission: Impossible III (2006)
Mississippi Burning (1988),Mississippi Burning (1988)
"Mist, The (2007)","Mist, The (2007)"
Mister Roberts (1955),Mister Roberts (1955)
"Misérables, Les (1995)","Misérables, Les (1995)"
Modern Times (1936),Modern Times (1936)
"Money Pit, The (1986)","Money Pit, The (1986)"
Money Train (1995),Money Train (1995)
Moneyball (2011),Moneyball (2011)
Monsoon Wedding (2001),Monsoon Wedding (2001)
Monster (2003),Monster (2003)
Monster's Ball (2001),Monster's Ball (2001)
Monsters University (2013),Monsters University (2013)
"Monsters, Inc. (2001)","Monsters, Inc. (2001)"
Monty Python and the Holy Grail (1975),Monty Python and the Holy Grail (1975)
Monty Python's And Now for Something Completely Different (1971),Monty Python's And Now for Something Completely Different (1971)
Monty Python's Life of Brian (1979),Monty Python's Life of Brian (1979)
Monty Python's The Meaning of Life (1983),Monty Python's The Meaning of Life (1983)
Moon (2009),Moon (2009)
Moonraker (1979),Moonraker (1979)
Moonrise Kingdom (2012),Moonrise Kingdom (2012)
Moonstruck (1987),Moonstruck (1987)
Mortal Kombat (1995),Mortal Kombat (1995)
"Mothman Prophecies, The (2002)","Mothman Prophecies, The (2002)"
"Motorcycle Diaries, The (Diarios de motocicleta) (2004)","Motorcycle Diaries, The (Diarios de motocicleta) (2004)"
Moulin Rouge (2001),Moulin Rouge (2001)
Mr. & Mrs. Smith (2005),Mr. & Mrs. Smith (2005)
Mr. Deeds (2002),Mr. Deeds (2002)
Mr. Holland's Opus (1995),Mr. Holland's Opus (1995)
Mr. Mom (1983),Mr. Mom (1983)
Mr. Smith Goes to Washington (1939),Mr. Smith Goes to Washington (1939)
Mrs. Doubtfire (1993),Mrs. Doubtfire (1993)
Much Ado About Nothing (1993),Much Ado About Nothing (1993)
Mulan (1998),Mulan (1998)
Mulholland Drive (2001),Mulholland Drive (2001)
Mulholland Falls (1996),Mulholland Falls (1996)
Multiplicity (1996),Multiplicity (1996)
"Mummy Returns, The (2001)","Mummy Returns, The (2001)"
"Mummy, The (1999)","Mummy, The (1999)"
Munich (2005),Munich (2005)
"Muppet Christmas Carol, The (1992)","Muppet Christmas Carol, The (1992)"
"Muppet Movie, The (1979)","Muppet Movie, The (1979)"
Muppet Treasure Island (1996),Muppet Treasure Island (1996)
"Muppets Take Manhattan, The (1984)","Muppets Take Manhattan, The (1984)"
Murder in the First (1995),Murder in the First (1995)
Muriel's Wedding (1994),Muriel's Wedding (1994)
My Best Friend's Wedding (1997),My Best Friend's Wedding (1997)
My Big Fat Greek Wedding (2002),My Big Fat Greek Wedding (2002)
My Blue Heaven (1990),My Blue Heaven (1990)
My Cousin Vinny (1992),My Cousin Vinny (1992)
My Dog Skip (1999),My Dog Skip (1999)
My Fair Lady (1964),My Fair Lady (1964)
My Neighbor Totoro (Tonari no Totoro) (1988),My Neighbor Totoro (Tonari no Totoro) (1988)
Mystery Men (1999),Mystery Men (1999)
Mystery Science Theater 3000: The Movie (1996),Mystery Science Theater 3000: The Movie (1996)
Mystic River (2003),Mystic River (2003)
Nacho Libre (2006),Nacho Libre (2006)
"Naked Gun 2 1/2: The Smell of Fear, The (1991)","Naked Gun 2 1/2: The Smell of Fear, The (1991)"
Naked Gun 33 1/3: The Final Insult (1994),Naked Gun 33 1/3: The Final Insult (1994)
"Naked Gun: From the Files of Police Squad!, The (1988)","Naked Gun: From the Files of Police Squad!, The (1988)"
"Name of the Rose, The (Name der Rose, Der) (1986)","Name of the Rose, The (Name der Rose, Der) (1986)"
Napoleon Dynamite (2004),Napoleon Dynamite (2004)
National Lampoon's Vacation (1983),National Lampoon's Vacation (1983)
National Lampoon's Van Wilder (2002),National Lampoon's Van Wilder (2002)
National Treasure (2004),National Treasure (2004)
National Treasure: Book of Secrets (2007),National Treasure: Book of Secrets (2007)
Natural Born Killers (1994),Natural Born Killers (1994)
"Natural, The (1984)","Natural, The (1984)"
Nausicaä of the Valley of the Wind (Kaze no tani no Naushika) (1984),Nausicaä of the Valley of the Wind (Kaze no tani no Naushika) (1984)
"Negotiator, The (1998)","Negotiator, The (1998)"
Neighbors (2014),Neighbors (2014)
Nell (1994),Nell (1994)
"Net, The (1995)","Net, The (1995)"
Network (1976),Network (1976)
Never Been Kissed (1999),Never Been Kissed (1999)
"NeverEnding Story, The (1984)","NeverEnding Story, The (1984)"
Next (2007),Next (2007)
"Next Karate Kid, The (1994)","Next Karate Kid, The (1994)"
Night at the Museum (2006),Night at the Museum (2006)
Night of the Living Dead (1968),Night of the Living Dead (1968)
Nightcrawler (2014),Nightcrawler (2014)
"Nightmare Before Christmas, The (1993)","Nightmare Before Christmas, The (1993)"
"Nightmare on Elm Street 3: Dream Warriors, A (1987)","Nightmare on Elm Street 3: Dream Warriors, A (1987)"
"Nightmare on Elm Street, A (1984)","Nightmare on Elm Street, A (1984)"
Nine Months (1995),Nine Months (1995)
Nine to Five (a.k.a. 9 to 5) (1980),Nine to Five (a.k.a. 9 to 5) (1980)
Ninja Scroll (Jûbei ninpûchô) (1995),Ninja Scroll (Jûbei ninpûchô) (1995)
"Ninth Gate, The (1999)","Ninth Gate, The (1999)"
Nixon (1995),Nixon (1995)
No Country for Old Men (2007),No Country for Old Men (2007)
No Man's Land (2001),No Man's Land (2001)
No Strings Attached (2011),No Strings Attached (2011)
Nobody's Fool (1994),Nobody's Fool (1994)
North by Northwest (1959),North by Northwest (1959)
"Nosferatu (Nosferatu, eine Symphonie des Grauens) (1922)","Nosferatu (Nosferatu, eine Symphonie des Grauens) (1922)"
Not Another Teen Movie (2001),Not Another Teen Movie (2001)
"Notebook, The (2004)","Notebook, The (2004)"
Notorious (1946),Notorious (1946)
Notting Hill (1999),Notting Hill (1999)
Now You See Me (2013),Now You See Me (2013)
Now You See Me 2 (2016),Now You See Me 2 (2016)
"Number 23, The (2007)","Number 23, The (2007)"
Nurse Betty (2000),Nurse Betty (2000)
Nutty Professor II: The Klumps (2000),Nutty Professor II: The Klumps (2000)
"Nutty Professor, The (1963)","Nutty Professor, The (1963)"
"Nutty Professor, The (1996)","Nutty Professor, The (1996)"
"O Brother, Where Art Thou? (2000)","O Brother, Where Art Thou? (2000)"
Oblivion (2013),Oblivion (2013)
Ocean's Eleven (2001),Ocean's Eleven (2001)
Ocean's Eleven (a.k.a. Ocean's 11) (1960),Ocean's Eleven (a.k.a. Ocean's 11) (1960)
Ocean's Thirteen (2007),Ocean's Thirteen (2007)
Ocean's Twelve (2004),Ocean's Twelve (2004)
October Sky (1999),October Sky (1999)
"Odd Couple, The (1968)","Odd Couple, The (1968)"
Of Mice and Men (1992),Of Mice and Men (1992)
Office Space (1999),Office Space (1999)
"Officer and a Gentleman, An (1982)","Officer and a Gentleman, An (1982)"
Old Boy (2003),Old Boy (2003)
Old School (2003),Old School (2003)
Oliver & Company (1988),Oliver & Company (1988)
"Omen, The (1976)","Omen, The (1976)"
On Golden Pond (1981),On Golden Pond (1981)
On Her Majesty's Secret Service (1969),On Her Majesty's Secret Service (1969)
On the Waterfront (1954),On the Waterfront (1954)
Once Upon a Time in America (1984),Once Upon a Time in America (1984)
Once Upon a Time in Mexico (2003),Once Upon a Time in Mexico (2003)
Once Upon a Time in the West (C'era una volta il West) (1968),Once Upon a Time in the West (C'era una volta il West) (1968)
Once Were Warriors (1994),Once Were Warriors (1994)
One Flew Over the Cuckoo's Nest (1975),One Flew Over the Cuckoo's Nest (1975)
One Hour Photo (2002),One Hour Photo (2002)
"One, The (2001)","One, The (2001)"
Ong-Bak: The Thai Warrior (Ong Bak) (2003),Ong-Bak: The Thai Warrior (Ong Bak) (2003)
"Opposite of Sex, The (1998)","Opposite of Sex, The (1998)"
Orange County (2002),Orange County (2002)
Ordinary People (1980),Ordinary People (1980)
Orgazmo (1997),Orgazmo (1997)
Othello (1995),Othello (1995)
"Other Guys, The (2010)","Other Guys, The (2010)"
"Others, The (2001)","Others, The (2001)"
Out of Africa (1985),Out of Africa (1985)
Out of Sight (1998),Out of Sight (1998)
Outbreak (1995),Outbreak (1995)
"Outlaw Josey Wales, The (1976)","Outlaw Josey Wales, The (1976)"
"Outsiders, The (1983)","Outsiders, The (1983)"
Over the Hedge (2006),Over the Hedge (2006)
P.S. I Love You (2007),P.S. I Love You (2007)
Pacific Heights (1990),Pacific Heights (1990)
Pacific Rim (2013),Pacific Rim (2013)
"Pan's Labyrinth (Laberinto del fauno, El) (2006)","Pan's Labyrinth (Laberinto del fauno, El) (2006)"
Panic Room (2002),Panic Room (2002)
"Paper, The (1994)","Paper, The (1994)"
Papillon (1973),Papillon (1973)
"Parent Trap, The (1961)","Parent Trap, The (1961)"
"Parent Trap, The (1998)","Parent Trap, The (1998)"
Parenthood (1989),Parenthood (1989)
"Passion of the Christ, The (2004)","Passion of the Christ, The (2004)"
Patch Adams (1998),Patch Adams (1998)
Paths of Glory (1957),Paths of Glory (1957)
Patriot Games (1992),Patriot Games (1992)
"Patriot, The (2000)","Patriot, The (2000)"
Patton (1970),Patton (1970)
Paul (2011),Paul (2011)
Pay It Forward (2000),Pay It Forward (2000)
Payback (1999),Payback (1999)
Paycheck (2003),Paycheck (2003)
"Peacemaker, The (1997)","Peacemaker, The (1997)"
Pearl Harbor (2001),Pearl Harbor (2001)
Pee-wee's Big Adventure (1985),Pee-wee's Big Adventure (1985)
"Pelican Brief, The (1993)","Pelican Brief, The (1993)"
"People vs. Larry Flynt, The (1996)","People vs. Larry Flynt, The (1996)"
"Perfect Murder, A (1998)","Perfect Murder, A (1998)"
"Perfect Storm, The (2000)","Perfect Storm, The (2000)"
"Perfect World, A (1993)","Perfect World, A (1993)"
"Perks of Being a Wallflower, The (2012)","Perks of Being a Wallflower, The (2012)"
Persepolis (2007),Persepolis (2007)
Persuasion (1995),Persuasion (1995)
Pete's Dragon (1977),Pete's Dragon (1977)
Peter Pan (1953),Peter Pan (1953)
Phantasm (1979),Phantasm (1979)
"Phantom of the Opera, The (2004)","Phantom of the Opera, The (2004)"
"Phantom, The (1996)","Phantom, The (1996)"
Phenomenon (1996),Phenomenon (1996)
Philadelphia (1993),Philadelphia (1993)
"Philadelphia Story, The (1940)","Philadelphia Story, The (1940)"
Phone Booth (2002),Phone Booth (2002)
Pi (1998),Pi (1998)
"Pianist, The (2002)","Pianist, The (2002)"
"Piano, The (1993)","Piano, The (1993)"
Pineapple Express (2008),Pineapple Express (2008)
Pink Floyd: The Wall (1982),Pink Floyd: The Wall (1982)
"Pink Panther, The (1963)","Pink Panther, The (1963)"
Pinocchio (1940),Pinocchio (1940)
Pirates of the Caribbean: At World's End (2007),Pirates of the Caribbean: At World's End (2007)
Pirates of the Caribbean: Dead Man's Chest (2006),Pirates of the Caribbean: Dead Man's Chest (2006)
Pirates of the Caribbean: On Stranger Tides (2011),Pirates of the Caribbean: On Stranger Tides (2011)
Pirates of the Caribbean: The Curse of the Black Pearl (2003),Pirates of the Caribbean: The Curse of the Black Pearl (2003)
Pitch Black (2000),Pitch Black (2000)
Pitch Perfect (2012),Pitch Perfect (2012)
"Planes, Trains & Automobiles (1987)","Planes, Trains & Automobiles (1987)"
Planet Terror (2007),Planet Terror (2007)
Planet of the Apes (1968),Planet of the Apes (1968)
Planet of the Apes (2001),Planet of the Apes (2001)
Platoon (1986),Platoon (1986)
"Player, The (1992)","Player, The (1992)"
Pleasantville (1998),Pleasantville (1998)
Pocahontas (1995),Pocahontas (1995)
Point Break (1991),Point Break (1991)
"Polar Express, The (2004)","Polar Express, The (2004)"
Police Academy (1984),Police Academy (1984)
Police Academy 2: Their First Assignment (1985),Police Academy 2: Their First Assignment (1985)
Pollock (2000),Pollock (2000)
Poltergeist (1982),Poltergeist (1982)
Ponyo (Gake no ue no Ponyo) (2008),Ponyo (Gake no ue no Ponyo) (2008)
Popeye (1980),Popeye (1980)
Porco Rosso (Crimson Pig) (Kurenai no buta) (1992),Porco Rosso (Crimson Pig) (Kurenai no buta) (1992)
Porky's (1982),Porky's (1982)
"Poseidon Adventure, The (1972)","Poseidon Adventure, The (1972)"
"Postman, The (1997)","Postman, The (1997)"
"Postman, The (Postino, Il) (1994)","Postman, The (Postino, Il) (1994)"
Powder (1995),Powder (1995)
Predator (1987),Predator (1987)
Predator 2 (1990),Predator 2 (1990)
"Prestige, The (2006)","Prestige, The (2006)"
Pretty Woman (1990),Pretty Woman (1990)
Pretty in Pink (1986),Pretty in Pink (1986)
Pride & Prejudice (2005),Pride & Prejudice (2005)
Primal Fear (1996),Primal Fear (1996)
Primary Colors (1998),Primary Colors (1998)
Primer (2004),Primer (2004)
"Prince of Egypt, The (1998)","Prince of Egypt, The (1998)"
Prince of Persia: The Sands of Time (2010),Prince of Persia: The Sands of Time (2010)
"Princess Bride, The (1987)","Princess Bride, The (1987)"
"Princess Diaries, The (2001)","Princess Diaries, The (2001)"
Princess Mononoke (Mononoke-hime) (1997),Princess Mononoke (Mononoke-hime) (1997)
"Princess and the Frog, The (2009)","Princess and the Frog, The (2009)"
Prisoners (2013),Prisoners (2013)
Private Benjamin (1980),Private Benjamin (1980)
Private Parts (1997),Private Parts (1997)
Problem Child (1990),Problem Child (1990)
"Producers, The (1968)","Producers, The (1968)"
"Professional, The (Le professionnel) (1981)","Professional, The (Le professionnel) (1981)"
Prometheus (2012),Prometheus (2012)
Proof of Life (2000),Proof of Life (2000)
"Prophecy, The (1995)","Prophecy, The (1995)"
"Proposal, The (2009)","Proposal, The (2009)"
Psycho (1960),Psycho (1960)
Pulp Fiction (1994),Pulp Fiction (1994)
Punch-Drunk Love (2002),Punch-Drunk Love (2002)
"Punisher, The (2004)","Punisher, The (2004)"
"Purple Rose of Cairo, The (1985)","Purple Rose of Cairo, The (1985)"
"Pursuit of Happyness, The (2006)","Pursuit of Happyness, The (2006)"
Pushing Tin (1999),Pushing Tin (1999)
Quantum of Solace (2008),Quantum of Solace (2008)
Queen of the Damned (2002),Queen of the Damned (2002)
"Quick and the Dead, The (1995)","Quick and the Dead, The (1995)"
Quiz Show (1994),Quiz Show (1994)
Raging Bull (1980),Raging Bull (1980)
Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981),Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981)
Rain Man (1988),Rain Man (1988)
"Rainmaker, The (1997)","Rainmaker, The (1997)"
Raising Arizona (1987),Raising Arizona (1987)
Rambo III (1988),Rambo III (1988)
Rambo: First Blood Part II (1985),Rambo: First Blood Part II (1985)
Ran (1985),Ran (1985)
Rango (2011),Rango (2011)
Ransom (1996),Ransom (1996)
Rashomon (Rashômon) (1950),Rashomon (Rashômon) (1950)
Rat Race (2001),Rat Race (2001)
Ratatouille (2007),Ratatouille (2007)
Ray (2004),Ray (2004)
Real Genius (1985),Real Genius (1985)
Reality Bites (1994),Reality Bites (1994)
Rear Window (1954),Rear Window (1954)
Rebecca (1940),Rebecca (1940)
Rebel Without a Cause (1955),Rebel Without a Cause (1955)
"Recruit, The (2003)","Recruit, The (2003)"
Red (2010),Red (2010)
Red Dawn (1984),Red Dawn (1984)
Red Dragon (2002),Red Dragon (2002)
Red Planet (2000),Red Planet (2000)
Red Rock West (1992),Red Rock West (1992)
"Red Violin, The (Violon rouge, Le) (1998)","Red Violin, The (Violon rouge, Le) (1998)"
"Ref, The (1994)","Ref, The (1994)"
Reign of Fire (2002),Reign of Fire (2002)
